#{"t_start": 1761663077.470182, "env_id": "None"}
r,l,t
-16.31,2636,2893.717554
-59.166,2076,2900.9924
58.387667,782,2902.435507
-58.333333,1215,2904.326253
-22.266333,1737,2906.822854
53.071333,901,2908.420261
-39.240143,1732,2915.377461
73.551667,340,2916.277549
54.011667,340,2917.107337
-73.200667,1029,2918.836385
73.524,340,2919.698705
58.571667,737,2921.198653
63.260667,1155,2923.09982
-72.908667,1267,2925.092152
78.50681,443,2925.998568
92.208333,1388,2928.069033
-53.771,1004,2934.167585
47.703667,914,2935.903616
54.158333,603,2937.135714
-73.238667,1597,2939.479896
57.788,975,2941.167368
41.508,1767,2943.724797
-73.002333,902,2945.288444
23.756476,980,2946.891359
47.578571,1922,2954.085958
74.025667,414,2954.933053
-42.274,1201,2956.843988
63.111333,1037,2958.580735
78.221667,989,2960.297224
42.949667,1099,2962.105885
106.740048,1665,2968.904244
-58.439,1569,2971.405694
-79.393,1676,2973.408064
55.338667,340,2974.221831
93.628381,404,2975.133254
11.854333,1750,2977.692639
73.545667,340,2978.531946
78.226,573,2979.827158
-93.704143,1771,2986.916712
61.74,1717,2989.481984
-73.906,1225,2991.108221
-76.557667,1670,2993.525696
-70.312333,2421,2996.867945
-54.747,2347,3004.975657
82.466333,1393,3007.189256
-55.738,768,3008.642505
-49.553905,1025,3010.439752
